Count;Course;Event;Cod;Gender;Date;Time;Athlete;Country;Meet;City;Nation;Type;Birthday;days;Age
898;LCM;4x100m freestyle;20;Women;26/08/1978;3:43.43;STERKEL, Jill;USA;World Championships;Berlin;FRG;Relay;27/05/1961;6300 ;17 years, 91 days
899;LCM;4x100m freestyle;20;Women;26/08/1978;3:43.43;WOODHEAD, Cynthia;USA;World Championships;Berlin;FRG;Relay;07/02/1964;5314 ;14 years, 200 days
900;LCM;4x100m freestyle;20;Women;27/07/1980;3:42.71;KRAUSE, Barbara;GDR;Olympic Games;Moskva (Moscow);URS;Relay;07/07/1959;7691 ;21 years, 20 days
901;LCM;4x100m freestyle;20;Women;27/07/1980;3:42.71;METSCHUCK, Caren;GDR;Olympic Games;Moskva (Moscow);URS;Relay;27/09/1963;6148 ;16 years, 304 days
902;LCM;4x100m freestyle;20;Women;27/07/1980;3:42.71;DIERS, Ines;GDR;Olympic Games;Moskva (Moscow);URS;Relay;02/11/1963;6112 ;16 years, 268 days
903;LCM;4x100m freestyle;20;Women;27/07/1980;3:42.71;HULSENBECK, Sarina;GDR;Olympic Games;Moskva (Moscow);URS;Relay;05/07/1962;6597 ;18 years, 22 days
904;LCM;4x100m freestyle;20;Women;21/08/1984;3:42.41;MEINEKE-HEUKRODT, Birgit;GDR;Friendship Games;Moskva (Moscow);URS;Relay;04/07/1964;7353 ;20 years, 48 days
905;LCM;4x100m freestyle;20;Women;21/08/1984;3:42.41;OTTO, Kristin;GDR;Friendship Games;Moskva (Moscow);URS;Relay;07/02/1966;6770 ;18 years, 196 days
906;LCM;4x100m freestyle;20;Women;21/08/1984;3:42.41;KONIG, Karen;GDR;Friendship Games;Moskva (Moscow);URS;Relay;;;
907;LCM;4x100m freestyle;20;Women;21/08/1984;3:42.41;FRIEDRICH, Heike;GDR;Friendship Games;Moskva (Moscow);URS;Relay;18/04/1970;5239 ;14 years, 125 days
908;LCM;4x100m freestyle;20;Women;19/08/1986;3:40.57;OTTO, Kristin;GDR;World Championships;Madrid;ESP;Relay;07/02/1966;7498 ;20 years, 193 days
909;LCM;4x100m freestyle;20;Women;19/08/1986;3:40.57;STELLMACH, Manuela;GDR;World Championships;Madrid;ESP;Relay;22/02/1970;6022 ;16 years, 178 days
910;LCM;4x100m freestyle;20;Women;19/08/1986;3:40.57;SCHULZE, Sabine;GDR;World Championships;Madrid;ESP;Relay;;;
911;LCM;4x100m freestyle;20;Women;19/08/1986;3:40.57;FRIEDRICH, Heike;GDR;World Championships;Madrid;ESP;Relay;18/04/1970;5967 ;16 years, 123 days
912;LCM;4x100m freestyle;20;Women;28/07/1992;3:39.46;HAISLETT, Nicole;USA;Olympic Games;Barcelona;ESP;Relay;16/12/1972;7164 ;19 years, 225 days
913;LCM;4x100m freestyle;20;Women;28/07/1992;3:39.46;TORRES, Dara;USA;Olympic Games;Barcelona;ESP;Relay;15/04/1967;9236 ;25 years, 104 days
914;LCM;4x100m freestyle;20;Women;28/07/1992;3:39.46;MARTINO, Angel;USA;Olympic Games;Barcelona;ESP;Relay;25/04/1967;9226 ;25 years, 94 days
915;LCM;4x100m freestyle;20;Women;28/07/1992;3:39.46;THOMPSON, Jenny;USA;Olympic Games;Barcelona;ESP;Relay;26/02/1973;7092 ;19 years, 153 days
916;LCM;4x100m freestyle;20;Women;07/09/1994;3:37.91;LE, Jingyi;CHN;World Championships;Roma, Lazio;ITA;Relay;19/03/1975;7112 ;19 years, 172 days
917;LCM;4x100m freestyle;20;Women;07/09/1994;3:37.91;SHAN, Ying;CHN;World Championships;Roma, Lazio;ITA;Relay;07/08/1978;5875 ;16 years, 31 days
918;LCM;4x100m freestyle;20;Women;07/09/1994;3:37.91;LE, Ying;CHN;World Championships;Roma, Lazio;ITA;Relay;;;
919;LCM;4x100m freestyle;20;Women;07/09/1994;3:37.91;LU, Bin;CHN;World Championships;Roma, Lazio;ITA;Relay;07/01/1977;6452 ;17 years, 243 days
920;LCM;4x100m freestyle;20;Women;16/09/2000;3:36.61;VAN DYKEN, Amy;USA;Olympic Games;Sydney, New South Wales;AUS;Relay;15/02/1973;10075 ;27 years, 214 days
921;LCM;4x100m freestyle;20;Women;16/09/2000;3:36.61;TORRES, Dara;USA;Olympic Games;Sydney, New South Wales;AUS;Relay;15/04/1967;12208 ;33 years, 154 days
922;LCM;4x100m freestyle;20;Women;16/09/2000;3:36.61;SHEALY, Courtney;USA;Olympic Games;Sydney, New South Wales;AUS;Relay;12/12/1977;8314 ;22 years, 279 days
923;LCM;4x100m freestyle;20;Women;16/09/2000;3:36.61;THOMPSON, Jenny;USA;Olympic Games;Sydney, New South Wales;AUS;Relay;26/02/1973;10064 ;27 years, 203 days
924;LCM;4x100m freestyle;20;Women;29/07/2002;3:36.00;MEISSNER, Katrin;GER;European Championships;Berlin;GER;Relay;17/01/1973;10785 ;29 years, 193 days
925;LCM;4x100m freestyle;20;Women;29/07/2002;3:36.00;DALLMANN, Petra;GER;European Championships;Berlin;GER;Relay;21/11/1978;8651 ;23 years, 250 days
926;LCM;4x100m freestyle;20;Women;29/07/2002;3:36.00;VOLKER, Sandra;GER;European Championships;Berlin;GER;Relay;01/04/1974;10346 ;28 years, 119 days
927;LCM;4x100m freestyle;20;Women;29/07/2002;3:36.00;VAN ALMSICK, Franziska;GER;European Championships;Berlin;GER;Relay;05/04/1978;8881 ;24 years, 115 days
928;LCM;4x100m freestyle;20;Women;14/08/2004;3:35.94;MILLS, Alice;AUS;Olympic Games;Athina;GRE;Relay;23/05/1986;6658 ;18 years, 83 days
929;LCM;4x100m freestyle;20;Women;14/08/2004;3:35.94;LENTON, Libby;AUS;Olympic Games;Athina;GRE;Relay;28/01/1985;7138 ;19 years, 199 days
930;LCM;4x100m freestyle;20;Women;14/08/2004;3:35.94;THOMAS, Petria;AUS;Olympic Games;Athina;GRE;Relay;25/08/1975;10582 ;28 years, 355 days
931;LCM;4x100m freestyle;20;Women;14/08/2004;3:35.94;HENRY, Jodie;AUS;Olympic Games;Athina;GRE;Relay;17/11/1983;7576 ;20 years, 271 days
932;LCM;4x100m freestyle;20;Women;31/07/2006;3:35.22;DALLMANN, Petra;GER;European Championships;Budapest;HUN;Relay;21/11/1978;10114 ;27 years, 252 days
933;LCM;4x100m freestyle;20;Women;31/07/2006;3:35.22;GOETZ, Daniela;GER;European Championships;Budapest;HUN;Relay;23/12/1987;6795 ;18 years, 220 days
934;LCM;4x100m freestyle;20;Women;31/07/2006;3:35.22;STEFFEN, Britta;GER;European Championships;Budapest;HUN;Relay;16/11/1983;8293 ;22 years, 257 days
935;LCM;4x100m freestyle;20;Women;31/07/2006;3:35.22;LIEBS, Annika;GER;European Championships;Budapest;HUN;Relay;06/09/1979;9825 ;26 years, 328 days
936;LCM;4x100m freestyle;20;Women;18/03/2008;3:33.62;DEKKER, Inge;NED;European Championships;Eindhoven;NED;Relay;18/08/1985;8248 ;22 years, 213 days
937;LCM;4x100m freestyle;20;Women;18/03/2008;3:33.62;KROMOWIDJOJO, Ranomi;NED;European Championships;Eindhoven;NED;Relay;20/08/1990;6420 ;17 years, 211 days
938;LCM;4x100m freestyle;20;Women;18/03/2008;3:33.62;HEEMSKERK, Femke;NED;European Championships;Eindhoven;NED;Relay;21/09/1987;7484 ;20 years, 179 days
939;LCM;4x100m freestyle;20;Women;18/03/2008;3:33.62;VELDHUIS, Marleen;NED;European Championships;Eindhoven;NED;Relay;29/06/1979;10490 ;28 years, 263 days
940;LCM;4x100m freestyle;20;Women;26/07/2009;3:31.72;DEKKER, Inge;NED;World Championships;Roma, Lazio;ITA;Relay;18/08/1985;8743 ;23 years, 342 days
941;LCM;4x100m freestyle;20;Women;26/07/2009;3:31.72;KROMOWIDJOJO, Ranomi;NED;World Championships;Roma, Lazio;ITA;Relay;20/08/1990;6915 ;18 years, 340 days
942;LCM;4x100m freestyle;20;Women;26/07/2009;3:31.72;HEEMSKERK, Femke;NED;World Championships;Roma, Lazio;ITA;Relay;21/09/1987;7979 ;21 years, 308 days
943;LCM;4x100m freestyle;20;Women;26/07/2009;3:31.72;VELDHUIS, Marleen;NED;World Championships;Roma, Lazio;ITA;Relay;29/06/1979;10985 ;30 years, 27 days
944;LCM;4x100m freestyle;20;Women;24/07/2014;3:30.98;CAMPBELL, Bronte;AUS;Commonwealth Games;Glasgow, Scotland;GBR;Relay;14/05/1994;7376 ;20 years, 71 days
945;LCM;4x100m freestyle;20;Women;24/07/2014;3:30.98;SCHLANGER, Melanie;AUS;Commonwealth Games;Glasgow, Scotland;GBR;Relay;31/08/1986;10189 ;27 years, 327 days
946;LCM;4x100m freestyle;20;Women;24/07/2014;3:30.98;MCKEON, Emma;AUS;Commonwealth Games;Glasgow, Scotland;GBR;Relay;24/05/1994;7366 ;20 years, 61 days
947;LCM;4x100m freestyle;20;Women;24/07/2014;3:30.98;CAMPBELL, Cate;AUS;Commonwealth Games;Glasgow, Scotland;GBR;Relay;20/05/1992;8100 ;22 years, 65 days
948;LCM;4x100m freestyle;20;Women;08/08/2016;3:30.65;MCKEON, Emma;AUS;Olympic Games;Rio de Janeiro;BRA;Relay;24/05/1994;8112 ;22 years, 76 days
949;LCM;4x100m freestyle;20;Women;08/08/2016;3:30.65;ELMSLIE, Brittany;AUS;Olympic Games;Rio de Janeiro;BRA;Relay;19/06/1994;8086 ;22 years, 50 days
950;LCM;4x100m freestyle;20;Women;08/08/2016;3:30.65;CAMPBELL, Bronte;AUS;Olympic Games;Rio de Janeiro;BRA;Relay;14/05/1994;8122 ;22 years, 86 days
951;LCM;4x100m freestyle;20;Women;08/08/2016;3:30.65;CAMPBELL, Cate;AUS;Olympic Games;Rio de Janeiro;BRA;Relay;20/05/1992;8846 ;24 years, 80 days
952;LCM;4x100m freestyle;20;Women;05/04/2018;3:30.05;JACK, Shayna;AUS;Commonwealth Games;Gold Coast, Queensland;AUS;Relay;06/11/1998;7090 ;19 years, 150 days
953;LCM;4x100m freestyle;20;Women;05/04/2018;3:30.05;CAMPBELL, Bronte;AUS;Commonwealth Games;Gold Coast, Queensland;AUS;Relay;14/05/1994;8727 ;23 years, 326 days
954;LCM;4x100m freestyle;20;Women;05/04/2018;3:30.05;MCKEON, Emma;AUS;Commonwealth Games;Gold Coast, Queensland;AUS;Relay;24/05/1994;8717 ;23 years, 316 days
955;LCM;4x100m freestyle;20;Women;05/04/2018;3:30.05;CAMPBELL, Cate;AUS;Commonwealth Games;Gold Coast, Queensland;AUS;Relay;20/05/1992;9451 ;25 years, 320 days
956;LCM;4x100m freestyle;20;Women;25/07/2021;3:29.69;CAMPBELL, Bronte;AUS;Olympic Games;Tokyo;JPN;Relay;14/05/1994;9934 ;27 years, 72 days
957;LCM;4x100m freestyle;20;Women;25/07/2021;3:29.69;HARRIS, Meg;AUS;Olympic Games;Tokyo;JPN;Relay;07/03/2002;7080 ;19 years, 140 days
958;LCM;4x100m freestyle;20;Women;25/07/2021;3:29.69;MCKEON, Emma;AUS;Olympic Games;Tokyo;JPN;Relay;24/05/1994;9924 ;27 years, 62 days
959;LCM;4x100m freestyle;20;Women;25/07/2021;3:29.69;CAMPBELL, Cate;AUS;Olympic Games;Tokyo;JPN;Relay;20/05/1992;10658 ;29 years, 66 days
960;LCM;4x100m freestyle;20;Women;23/07/2023;3:27.96;O'CALLAGHAN, Mollie;AUS;World Championships;Fukuoka;JPN;Relay;02/04/2004;7051 ;19 years, 112 days
961;LCM;4x100m freestyle;20;Women;23/07/2023;3:27.96;JACK, Shayna;AUS;World Championships;Fukuoka;JPN;Relay;06/11/1998;9025 ;24 years, 259 days
962;LCM;4x100m freestyle;20;Women;23/07/2023;3:27.96;HARRIS, Meg;AUS;World Championships;Fukuoka;JPN;Relay;07/03/2002;7808 ;21 years, 138 days
963;LCM;4x100m freestyle;20;Women;23/07/2023;3:27.96;MCKEON, Emma;AUS;World Championships;Fukuoka;JPN;Relay;24/05/1994;10652 ;29 years, 60 days
964;LCM;4x200m freestyle;21;Women;22/08/1983;8:02.27;OTTO, Kristin;GDR;European Championships;Roma, Lazio;ITA;Relay;07/02/1966;6405 ;17 years, 196 days
965;LCM;4x200m freestyle;21;Women;22/08/1983;8:02.27;STRAUSS, Astrid;GDR;European Championships;Roma, Lazio;ITA;Relay;24/12/1968;5354 ;14 years, 241 days
966;LCM;4x200m freestyle;21;Women;22/08/1983;8:02.27;SIRCH, Cornelia;GDR;European Championships;Roma, Lazio;ITA;Relay;23/10/1966;6147 ;16 years, 303 days
967;LCM;4x200m freestyle;21;Women;22/08/1983;8:02.27;MEINEKE-HEUKRODT, Birgit;GDR;European Championships;Roma, Lazio;ITA;Relay;04/07/1964;6988 ;19 years, 49 days
968;LCM;4x200m freestyle;21;Women;17/08/1986;7:59.33;STELLMACH, Manuela;GDR;World Championships;Madrid;ESP;Relay;22/02/1970;6020 ;16 years, 176 days
969;LCM;4x200m freestyle;21;Women;17/08/1986;7:59.33;STRAUSS, Astrid;GDR;World Championships;Madrid;ESP;Relay;24/12/1968;6445 ;17 years, 236 days
970;LCM;4x200m freestyle;21;Women;17/08/1986;7:59.33;BERGKNECHT, Nadia;GDR;World Championships;Madrid;ESP;Relay;;;
971;LCM;4x200m freestyle;21;Women;17/08/1986;7:59.33;FRIEDRICH, Heike;GDR;World Championships;Madrid;ESP;Relay;18/04/1970;5965 ;16 years, 121 days
972;LCM;4x200m freestyle;21;Women;18/08/1987;7:55.47;STELLMACH, Manuela;GDR;European Championships;Strasbourg;FRA;Relay;22/02/1970;6386 ;17 years, 177 days
973;LCM;4x200m freestyle;21;Women;18/08/1987;7:55.47;STRAUSS, Astrid;GDR;European Championships;Strasbourg;FRA;Relay;24/12/1968;6811 ;18 years, 237 days
974;LCM;4x200m freestyle;21;Women;18/08/1987;7:55.47;MOHRING, Anke;GDR;European Championships;Strasbourg;FRA;Relay;28/08/1969;6564 ;17 years, 355 days
975;LCM;4x200m freestyle;21;Women;18/08/1987;7:55.47;FRIEDRICH, Heike;GDR;European Championships;Strasbourg;FRA;Relay;18/04/1970;6331 ;17 years, 122 days
976;LCM;4x200m freestyle;21;Women;18/08/2004;7:53.42;COUGHLIN, Natalie;USA;Olympic Games;Athina;GRE;Relay;23/08/1982;8031 ;21 years, 361 days
977;LCM;4x200m freestyle;21;Women;18/08/2004;7:53.42;PIPER, Carly;USA;Olympic Games;Athina;GRE;Relay;23/09/1983;7635 ;20 years, 330 days
978;LCM;4x200m freestyle;21;Women;18/08/2004;7:53.42;VOLLMER, Dana;USA;Olympic Games;Athina;GRE;Relay;13/11/1987;6123 ;16 years, 279 days
979;LCM;4x200m freestyle;21;Women;18/08/2004;7:53.42;SANDENO, Kaitlin;USA;Olympic Games;Athina;GRE;Relay;13/03/1983;7829 ;21 years, 158 days
980;LCM;4x200m freestyle;21;Women;03/08/2006;7:50.82;DALLMANN, Petra;GER;European Championships;Budapest;HUN;Relay;21/11/1978;10117 ;27 years, 255 days
981;LCM;4x200m freestyle;21;Women;03/08/2006;7:50.82;SAMULSKI, Daniela;GER;European Championships;Budapest;HUN;Relay;31/05/1984;8099 ;22 years, 64 days
982;LCM;4x200m freestyle;21;Women;03/08/2006;7:50.82;STEFFEN, Britta;GER;European Championships;Budapest;HUN;Relay;16/11/1983;8296 ;22 years, 260 days
983;LCM;4x200m freestyle;21;Women;03/08/2006;7:50.82;LURZ, Annika;GER;European Championships;Budapest;HUN;Relay;05/09/1979;9829 ;26 years, 332 days
984;LCM;4x200m freestyle;21;Women;29/03/2007;7:50.09;COUGHLIN, Natalie;USA;World Championships;Melbourne, Victoria;AUS;Relay;23/08/1982;8984 ;24 years, 218 days
985;LCM;4x200m freestyle;21;Women;29/03/2007;7:50.09;VOLLMER, Dana;USA;World Championships;Melbourne, Victoria;AUS;Relay;13/11/1987;7076 ;19 years, 136 days
986;LCM;4x200m freestyle;21;Women;29/03/2007;7:50.09;NYMEYER, Lacey;USA;World Championships;Melbourne, Victoria;AUS;Relay;29/10/1985;7821 ;21 years, 151 days
987;LCM;4x200m freestyle;21;Women;29/03/2007;7:50.09;HOFF, Katie;USA;World Championships;Melbourne, Victoria;AUS;Relay;03/06/1989;6508 ;17 years, 299 days
988;LCM;4x200m freestyle;21;Women;14/08/2008;7:44.31;RICE, Stephanie;AUS;Olympic Games;Beijing;CHN;Relay;17/06/1988;7363 ;20 years, 58 days
989;LCM;4x200m freestyle;21;Women;14/08/2008;7:44.31;BARRATT, Bronte;AUS;Olympic Games;Beijing;CHN;Relay;08/02/1989;7127 ;19 years, 188 days
990;LCM;4x200m freestyle;21;Women;14/08/2008;7:44.31;PALMER, Kylie;AUS;Olympic Games;Beijing;CHN;Relay;25/02/1990;6745 ;18 years, 171 days
991;LCM;4x200m freestyle;21;Women;14/08/2008;7:44.31;MACKENZIE, Linda;AUS;Olympic Games;Beijing;CHN;Relay;14/12/1983;9010 ;24 years, 244 days
992;LCM;4x200m freestyle;21;Women;30/07/2009;7:42.08;YANG, Yu;CHN;World Championships;Roma, Lazio;ITA;Relay;06/02/1985;8940 ;24 years, 174 days
993;LCM;4x200m freestyle;21;Women;30/07/2009;7:42.08;ZHU, Qianwei;CHN;World Championships;Roma, Lazio;ITA;Relay;28/09/1990;6880 ;18 years, 305 days
994;LCM;4x200m freestyle;21;Women;30/07/2009;7:42.08;LIU, Jing;CHN;World Championships;Roma, Lazio;ITA;Relay;08/03/1990;7084 ;19 years, 144 days
995;LCM;4x200m freestyle;21;Women;30/07/2009;7:42.08;PANG, Jiaying;CHN;World Championships;Roma, Lazio;ITA;Relay;06/01/1985;8971 ;24 years, 205 days
996;LCM;4x200m freestyle;21;Women;25/07/2019;7:41.50;TITMUS, Ariarne;AUS;World Championships;Gwangju;KOR;Relay;07/09/2000;6895 ;18 years, 321 days
997;LCM;4x200m freestyle;21;Women;25/07/2019;7:41.50;WILSON, Madison;AUS;World Championships;Gwangju;KOR;Relay;31/05/1994;9186 ;25 years, 55 days
998;LCM;4x200m freestyle;21;Women;25/07/2019;7:41.50;THROSSELL, Brianna;AUS;World Championships;Gwangju;KOR;Relay;10/02/1996;8566 ;23 years, 165 days
999;LCM;4x200m freestyle;21;Women;25/07/2019;7:41.50;MCKEON, Emma;AUS;World Championships;Gwangju;KOR;Relay;24/05/1994;9193 ;25 years, 62 days
1000;LCM;4x200m freestyle;21;Women;29/07/2021;7:40.33;YANG, Junxuan;CHN;Olympic Games;Tokyo;JPN;Relay;26/01/2002;7124 ;19 years, 184 days
1001;LCM;4x200m freestyle;21;Women;29/07/2021;7:40.33;TANG, Muhan;CHN;Olympic Games;Tokyo;JPN;Relay;04/09/2003;6538 ;17 years, 328 days
1002;LCM;4x200m freestyle;21;Women;29/07/2021;7:40.33;ZHANG, Yufei;CHN;Olympic Games;Tokyo;JPN;Relay;19/04/1998;8502 ;23 years, 101 days
1003;LCM;4x200m freestyle;21;Women;29/07/2021;7:40.33;LI, Bingjie;CHN;Olympic Games;Tokyo;JPN;Relay;03/03/2002;7088 ;19 years, 148 days
1004;LCM;4x200m freestyle;21;Women;31/07/2022;7:39.29;WILSON, Madison;AUS;Commonwealth Games;Birmingham;GBR;Relay;31/05/1994;10288 ;28 years, 61 days
1005;LCM;4x200m freestyle;21;Women;31/07/2022;7:39.29;MELVERTON, Kiah;AUS;Commonwealth Games;Birmingham;GBR;Relay;05/11/1996;9399 ;25 years, 268 days
1006;LCM;4x200m freestyle;21;Women;31/07/2022;7:39.29;O'CALLAGHAN, Mollie;AUS;Commonwealth Games;Birmingham;GBR;Relay;02/04/2004;6694 ;18 years, 120 days
1007;LCM;4x200m freestyle;21;Women;31/07/2022;7:39.29;TITMUS, Ariarne;AUS;Commonwealth Games;Birmingham;GBR;Relay;07/09/2000;7997 ;21 years, 327 days
1008;LCM;4x200m freestyle;21;Women;23/07/2023;7:37.50;O'CALLAGHAN, Mollie;AUS;World Championships;Fukuoka;JPN;Relay;02/04/2004;7051 ;19 years, 112 days
1009;LCM;4x200m freestyle;21;Women;23/07/2023;7:37.50;JACK, Shayna;AUS;World Championships;Fukuoka;JPN;Relay;06/11/1998;9025 ;24 years, 259 days
1010;LCM;4x200m freestyle;21;Women;23/07/2023;7:37.50;THROSSELL, Brianna;AUS;World Championships;Fukuoka;JPN;Relay;10/02/1996;10025 ;27 years, 163 days
1011;LCM;4x200m freestyle;21;Women;23/07/2023;7:37.50;TITMUS, Ariarne;AUS;World Championships;Fukuoka;JPN;Relay;07/09/2000;8354 ;22 years, 319 days
1012;LCM;4x100m medley;23;Women;24/07/1953;5:10.8;HUNYADFI, Magdolna;HUN;;Budapest;HUN;Relay;01/07/1937;5867 ;16 years, 23 days
1013;LCM;4x100m medley;23;Women;24/07/1953;5:10.8;KILLERMANN BARTOS, Klara;HUN;;Budapest;HUN;Relay;23/06/1929;8797 ;24 years, 31 days
1014;LCM;4x100m medley;23;Women;24/07/1953;5:10.8;SZEKELY, Eva;HUN;;Budapest;HUN;Relay;03/04/1927;9609 ;26 years, 112 days
1015;LCM;4x100m medley;23;Women;24/07/1953;5:10.8;GYENGE, Valeria;HUN;;Budapest;HUN;Relay;03/04/1933;7417 ;20 years, 112 days
1016;LCM;4x100m medley;23;Women;10/08/1953;5:09.2;HUNYADFI, Magdolna;HUN;;Bucharest;ROU;Relay;01/07/1937;5884 ;16 years, 40 days
1017;LCM;4x100m medley;23;Women;10/08/1953;5:09.2;KILLERMANN BARTOS, Klara;HUN;;Bucharest;ROU;Relay;23/06/1929;8814 ;24 years, 48 days
1018;LCM;4x100m medley;23;Women;10/08/1953;5:09.2;SZEKELY, Eva;HUN;;Bucharest;ROU;Relay;03/04/1927;9626 ;26 years, 129 days
1019;LCM;4x100m medley;23;Women;10/08/1953;5:09.2;GYENGE, Valeria;HUN;;Bucharest;ROU;Relay;03/04/1933;7434 ;20 years, 129 days
1020;LCM;4x100m medley;23;Women;03/08/1954;5:07.8;TEMES, Judit;HUN;;Budapest;HUN;Relay;10/10/1930;8698 ;23 years, 297 days
1021;LCM;4x100m medley;23;Women;03/08/1954;5:07.8;KILLERMANN BARTOS, Klara;HUN;;Budapest;HUN;Relay;23/06/1929;9172 ;25 years, 41 days
1022;LCM;4x100m medley;23;Women;03/08/1954;5:07.8;LITTOMERITZKY, Maria;HUN;;Budapest;HUN;Relay;12/05/1927;9945 ;27 years, 83 days
1023;LCM;4x100m medley;23;Women;03/08/1954;5:07.8;SZOKE, Katalin;HUN;;Budapest;HUN;Relay;17/08/1935;6926 ;18 years, 351 days
1024;LCM;4x100m medley;23;Women;16/08/1954;5:06.2;ANDRE, Marie-Helene;FRA;;Marseille;FRA;Relay;05/10/1935;6890 ;18 years, 315 days
1025;LCM;4x100m medley;23;Women;16/08/1954;5:06.2;DEROMMELEERE, Francoise;FRA;;Marseille;FRA;Relay;;;
1026;LCM;4x100m medley;23;Women;16/08/1954;5:06.2;LUSIEN, Odette;FRA;;Marseille;FRA;Relay;11/11/1927;9775 ;26 years, 278 days
1027;LCM;4x100m medley;23;Women;16/08/1954;5:06.2;ARENE, Josette;FRA;;Marseille;FRA;Relay;13/08/1924;10960 ;30 years, 3 days
1028;LCM;4x100m medley;23;Women;27/11/1954;5:02.1;DE KORTE, Johanna Catharina;NED;;Rotterdam;NED;Relay;18/08/1935;7041 ;19 years, 101 days
1029;LCM;4x100m medley;23;Women;27/11/1954;5:02.1;BRUINS, Hendrika;NED;;Rotterdam;NED;Relay;12/06/1934;7473 ;20 years, 168 days
1030;LCM;4x100m medley;23;Women;27/11/1954;5:02.1;KOK, Mary;NED;;Rotterdam;NED;Relay;;;
1031;LCM;4x100m medley;23;Women;27/11/1954;5:02.1;WIELEMA, Geertje;NED;;Rotterdam;NED;Relay;24/07/1934;7431 ;20 years, 126 days
1032;LCM;4x100m medley;23;Women;17/07/1955;5:00.1;VAN ALPHEN, Jopie;NED;;Paris;FRA;Relay;;;
1033;LCM;4x100m medley;23;Women;17/07/1955;5:00.1;BRUINS, Hendrika;NED;;Paris;FRA;Relay;12/06/1934;7705 ;21 years, 35 days
1034;LCM;4x100m medley;23;Women;17/07/1955;5:00.1;VOORBIJ, Atie;NED;;Paris;FRA;Relay;20/09/1940;5413 ;14 years, 300 days
1035;LCM;4x100m medley;23;Women;17/07/1955;5:00.1;BALKENENDE, Hetty;NED;;Paris;FRA;Relay;;;
1036;LCM;4x100m medley;23;Women;03/09/1955;4:57.8;PAJOR, Eva;HUN;;Budapest;HUN;Relay;16/09/1937;6561 ;17 years, 352 days
1037;LCM;4x100m medley;23;Women;03/09/1955;4:57.8;SZEKELY, Eva;HUN;;Budapest;HUN;Relay;03/04/1927;10380 ;28 years, 153 days
1038;LCM;4x100m medley;23;Women;03/09/1955;4:57.8;SZEKELY, Rypszima;HUN;;Budapest;HUN;Relay;12/07/1936;6992 ;19 years, 53 days
1039;LCM;4x100m medley;23;Women;03/09/1955;4:57.8;SZOKE, Katalin;HUN;;Budapest;HUN;Relay;17/08/1935;7322 ;20 years, 17 days
1040;LCM;4x100m medley;23;Women;19/11/1956;4:54.3;DE NIJS, Lenie;NED;;Hilversum;NED;Relay;;;
1041;LCM;4x100m medley;23;Women;19/11/1956;4:54.3;KROON, Rita;NED;;Hilversum;NED;Relay;;;
1042;LCM;4x100m medley;23;Women;19/11/1956;4:54.3;VOORBIJ, Atie;NED;;Hilversum;NED;Relay;20/09/1940;5904 ;16 years, 60 days
1043;LCM;4x100m medley;23;Women;19/11/1956;4:54.3;KRAAN, Greetje;NED;;Hilversum;NED;Relay;;;
1044;LCM;4x100m medley;23;Women;08/12/1956;4:53.1;DE KORTE, Johanna Catharina;NED;;Zwolle;NED;Relay;18/08/1935;7783 ;21 years, 112 days
1045;LCM;4x100m medley;23;Women;08/12/1956;4:53.1;DEN HAAN, Ada;NED;;Zwolle;NED;Relay;14/05/1941;5687 ;15 years, 208 days
1046;LCM;4x100m medley;23;Women;08/12/1956;4:53.1;LAGERBERG, Tineke;NED;;Zwolle;NED;Relay;30/01/1941;5791 ;15 years, 313 days
1047;LCM;4x100m medley;23;Women;08/12/1956;4:53.1;GASTELAARS, Cocky;NED;;Zwolle;NED;Relay;24/02/1938;6862 ;18 years, 288 days
1048;LCM;4x100m medley;23;Women;18/05/1957;4:57.0;KRAAN, Greetje;NED;GBR v NED International;Blackpool, Lancashire, England;GBR;Relay;;;
1049;LCM;4x100m medley;23;Women;18/05/1957;4:57.0;DEN HAAN, Ada;NED;GBR v NED International;Blackpool, Lancashire, England;GBR;Relay;14/05/1941;5848 ;16 years, 4 days
1050;LCM;4x100m medley;23;Women;18/05/1957;4:57.0;VOORBIJ, Atie;NED;GBR v NED International;Blackpool, Lancashire, England;GBR;Relay;20/09/1940;6084 ;16 years, 240 days
1051;LCM;4x100m medley;23;Women;18/05/1957;4:57.0;GASTELAARS, Cocky;NED;GBR v NED International;Blackpool, Lancashire, England;GBR;Relay;24/02/1938;7023 ;19 years, 83 days
1052;LCM;4x100m medley;23;Women;25/07/1958;4:54.0;GRINHAM, Judith;GBR;British Empire & Commonwealth Games;Cardiff, Glamorgan, Wales;GBR;Relay;05/03/1939;7082 ;19 years, 142 days
1053;LCM;4x100m medley;23;Women;25/07/1958;4:54.0;LONSBROUGH, Anita;GBR;British Empire & Commonwealth Games;Cardiff, Glamorgan, Wales;GBR;Relay;10/08/1941;6193 ;16 years, 349 days
