count;Meet;Course;Year;Gender;Event;Rank;Athlete;Country;Time;time1;Margin
115946;World Championships (Short Course);SCM;2010;Women;50m backstroke;1;ZHAO, Jing;CHN;26.27;26.27;0.27
116040;World Championships (Short Course);SCM;2010;Women;100m backstroke;1;COUGHLIN, Natalie;USA;56.08;56.08;0.10
116125;World Championships (Short Course);SCM;2010;Women;200m backstroke;1;CASTEL, Alexianne;FRA;2:01.67;121.67;0.34
116168;World Championships (Short Course);SCM;2010;Women;50m breaststroke;1;SONI, Rebecca;USA;29.83;29.83;0.01
116257;World Championships (Short Course);SCM;2010;Women;100m breaststroke;1;SONI, Rebecca;USA;1:03.98;63.98;0.28
116336;World Championships (Short Course);SCM;2010;Women;200m breaststroke;1;SONI, Rebecca;USA;2:16.39;136.39;1.70
116383;World Championships (Short Course);SCM;2010;Women;100m individual medley;1;KUKORS, Ariana;USA;58.95;58.95;0.32
116472;World Championships (Short Course);SCM;2010;Women;200m individual medley;1;BELMONTE GARCIA, Mireia;ESP;2:05.73;125.73;0.21
116515;World Championships (Short Course);SCM;2010;Women;400m individual medley;1;BELMONTE GARCIA, Mireia;ESP;4:24.21;264.21;0.34
116831;World Championships (Short Course);SCM;2010;Men;50m freestyle;1;CIELO FILHO, Cesar;BRA;20.51;20.51;0.30
116988;World Championships (Short Course);SCM;2010;Men;100m freestyle;1;CIELO FILHO, Cesar;BRA;45.74;45.74;0.23
117131;World Championships (Short Course);SCM;2010;Men;200m freestyle;1;LOCHTE, Ryan;USA;1:41.08;101.08;0.62
117216;World Championships (Short Course);SCM;2010;Men;400m freestyle;1;BIEDERMANN, Paul;GER;3:37.06;217.06;0.78
117275;World Championships (Short Course);SCM;2010;Men;1500m freestyle;1;MELLOULI, Oussama;TUN;14:24.16;864.16;5.36
117305;World Championships (Short Course);SCM;2010;Men;50m butterfly;1;SUBIRATS, Albert;VEN;22.40;22.4;0.03
117445;World Championships (Short Course);SCM;2010;Men;100m butterfly;1;KOROTYSHKIN, Evgenii;RUS;50.23;50.23;0.01
117557;World Championships (Short Course);SCM;2010;Men;200m butterfly;1;LE CLOS, Chad;RSA;1:51.56;111.56;0.05
117605;World Championships (Short Course);SCM;2010;Men;50m backstroke;1;DONETC, Stanislav;RUS;22.93;22.93;0.20
117701;World Championships (Short Course);SCM;2010;Men;100m backstroke;1;DONETC, Stanislav;RUS;49.07;49.07;0.73
117795;World Championships (Short Course);SCM;2010;Men;200m backstroke;1;LOCHTE, Ryan;USA;1:46.68;106.68;2.41
117849;World Championships (Short Course);SCM;2010;Men;50m breaststroke;1;FRANCA SILVA, Felipe;BRA;25.95;25.95;0.08
117962;World Championships (Short Course);SCM;2010;Men;100m breaststroke;1;VAN DER BURGH, Cameron;RSA;56.80;56.8;0.33
118071;World Championships (Short Course);SCM;2010;Men;200m breaststroke;1;TOMITA, Naoya;JPN;2:03.12;123.12;0.35
118135;World Championships (Short Course);SCM;2010;Men;100m individual medley;1;LOCHTE, Ryan;USA;50.86;50.86;0.83
118239;World Championships (Short Course);SCM;2010;Men;200m individual medley;1;LOCHTE, Ryan;USA;1:50.08;110.08;2.82
118301;World Championships (Short Course);SCM;2010;Men;400m individual medley;1;LOCHTE, Ryan;USA;3:55.50;235.5;1.90
118640;World Championships (Short Course);SCM;2012;Women;50m freestyle;1;HERASIMENIA, Aliaksandra;BLR;23.64;23.64;0.23
118773;World Championships (Short Course);SCM;2012;Women;100m freestyle;1;STEFFEN, Britta;GER;52.31;52.31;0.17
118897;World Championships (Short Course);SCM;2012;Women;200m freestyle;1;SCHMITT, Allison;USA;1:53.59;113.59;0.72
118981;World Championships (Short Course);SCM;2012;Women;400m freestyle;1;COSTA, Melani;ESP;4:01.18;241.18;0.02
119028;World Championships (Short Course);SCM;2012;Women;800m freestyle;1;BOYLE, Lauren;NZL;8:08.62;488.62;2.37
119057;World Championships (Short Course);SCM;2012;Women;50m butterfly;1;LU, Ying;CHN;25.14;25.14;0.09
119160;World Championships (Short Course);SCM;2012;Women;100m butterfly;1;BIANCHI, Ilaria;ITA;56.13;56.13;0.45
119242;World Championships (Short Course);SCM;2012;Women;200m butterfly;1;HOSSZU, Katinka;HUN;2:02.20;122.2;0.08
119284;World Championships (Short Course);SCM;2012;Women;50m backstroke;1;ZHAO, Jing;CHN;25.95;25.95;0.18
119369;World Championships (Short Course);SCM;2012;Women;100m backstroke;1;SMOLIGA, Olivia;USA;56.64;56.64;0.43
119460;World Championships (Short Course);SCM;2012;Women;200m backstroke;1;ZEVINA, Daryna;UKR;2:02.24;122.24;0.95
119509;World Championships (Short Course);SCM;2012;Women;50m breaststroke;1;MEILUTYTE, Ruta;LTU;29.44;29.44;0.23
119597;World Championships (Short Course);SCM;2012;Women;100m breaststroke;1;MEILUTYTE, Ruta;LTU;1:03.52;63.52;0.28
119682;World Championships (Short Course);SCM;2012;Women;200m breaststroke;1;PEDERSEN, Rikke;DEN;2:16.08;136.08;0.85
119736;World Championships (Short Course);SCM;2012;Women;100m individual medley;1;HOSSZU, Katinka;HUN;58.49;58.49;0.30
119825;World Championships (Short Course);SCM;2012;Women;200m individual medley;1;YE, Shiwen;CHN;2:04.64;124.64;0.08
119874;World Championships (Short Course);SCM;2012;Women;400m individual medley;1;MILEY, Hannah;GBR;4:23.14;263.14;0.19
120183;World Championships (Short Course);SCM;2012;Men;50m freestyle;1;MOROZOV, Vladimir;RUS;20.55;20.55;0.33
120362;World Championships (Short Course);SCM;2012;Men;100m freestyle;1;MOROZOV, Vladimir;RUS;45.65;45.65;1.15
120535;World Championships (Short Course);SCM;2012;Men;200m freestyle;1;LOCHTE, Ryan;USA;1:41.92;101.92;0.15
120631;World Championships (Short Course);SCM;2012;Men;400m freestyle;1;BIEDERMANN, Paul;GER;3:39.15;219.15;0.33
120703;World Championships (Short Course);SCM;2012;Men;1500m freestyle;1;GLAESNER, Mads;DEN;14:30.01;870.01;1.12
120747;World Championships (Short Course);SCM;2012;Men;50m butterfly;1;SANTOS, Nicholas;BRA;22.22;22.22;0.04
120893;World Championships (Short Course);SCM;2012;Men;100m butterfly;1;LE CLOS, Chad;RSA;48.82;48.82;0.72
121011;World Championships (Short Course);SCM;2012;Men;200m butterfly;1;KANEDA, Kazuya;JPN;1:51.01;111.01;0.65
121062;World Championships (Short Course);SCM;2012;Men;50m backstroke;1;HURLEY, Bobby;AUS;23.04;23.04;0.13
121162;World Championships (Short Course);SCM;2012;Men;100m backstroke;1;GREVERS, Matt;USA;49.89;49.89;0.02
121251;World Championships (Short Course);SCM;2012;Men;200m backstroke;1;KAWECKI, Radoslaw;POL;1:48.48;108.48;0.02
121298;World Championships (Short Course);SCM;2012;Men;50m breaststroke;1;HETLAND, Aleksander;NOR;26.30;26.3;0.02
121428;World Championships (Short Course);SCM;2012;Men;100m breaststroke;1;SCOZZOLI, Fabio;ITA;57.10;57.1;0.22
121550;World Championships (Short Course);SCM;2012;Men;200m breaststroke;1;GYURTA, Daniel;HUN;2:01.35;121.35;1.65
121613;World Championships (Short Course);SCM;2012;Men;100m individual medley;1;LOCHTE, Ryan;USA;51.21;51.21;0.17
121712;World Championships (Short Course);SCM;2012;Men;200m individual medley;1;LOCHTE, Ryan;USA;1:49.63;109.63;3.17
121775;World Championships (Short Course);SCM;2012;Men;400m individual medley;1;SETO, Daiya;JPN;3:59.15;239.15;1.35
122142;World Championships (Short Course);SCM;2014;Women;50m freestyle;1;KROMOWIDJOJO, Ranomi;NED;23.32;23.32;0.30
122288;World Championships (Short Course);SCM;2014;Women;100m freestyle;1;HEEMSKERK, Femke;NED;51.37;51.37;0.02
122424;World Championships (Short Course);SCM;2014;Women;200m freestyle;1;SJOESTROEM, Sarah;SWE;1:50.78;110.78;0.40
122512;World Championships (Short Course);SCM;2014;Women;400m freestyle;1;BELMONTE GARCIA, Mireia;ESP;3:55.76;235.76;2.00
122573;World Championships (Short Course);SCM;2014;Women;800m freestyle;1;BELMONTE GARCIA, Mireia;ESP;8:03.41;483.41;4.75
122610;World Championships (Short Course);SCM;2014;Women;50m butterfly;1;SJOESTROEM, Sarah;SWE;24.58;24.58;0.13
122715;World Championships (Short Course);SCM;2014;Women;100m butterfly;1;SJOESTROEM, Sarah;SWE;54.61;54.61;0.64
122806;World Championships (Short Course);SCM;2014;Women;200m butterfly;1;BELMONTE GARCIA, Mireia;ESP;1:59.61;119.61;1.51
122848;World Championships (Short Course);SCM;2014;Women;50m backstroke;1;MEDEIROS, Etiene;BRA;25.67;25.67;0.16
122942;World Championships (Short Course);SCM;2014;Women;100m backstroke;1;HOSSZU, Katinka;HUN;55.03;55.03;0.28
123039;World Championships (Short Course);SCM;2014;Women;200m backstroke;1;HOSSZU, Katinka;HUN;1:59.23;119.23;0.90
123095;World Championships (Short Course);SCM;2014;Women;50m breaststroke;1;MEILUTYTE, Ruta;LTU;28.84;28.84;0.07
123184;World Championships (Short Course);SCM;2014;Women;100m breaststroke;1;ATKINSON, Alia;JAM;1:02.36;62.36;0.10
123267;World Championships (Short Course);SCM;2014;Women;200m breaststroke;1;WATANABE, Kanako;JPN;2:16.92;136.92;0.51
123318;World Championships (Short Course);SCM;2014;Women;100m individual medley;1;HOSSZU, Katinka;HUN;56.70;56.7;1.13
123404;World Championships (Short Course);SCM;2014;Women;200m individual medley;1;HOSSZU, Katinka;HUN;2:01.86;121.86;4.01
123457;World Championships (Short Course);SCM;2014;Women;400m individual medley;1;BELMONTE GARCIA, Mireia;ESP;4:19.86;259.86;3.08
124197;World Championships (Short Course);SCM;2014;Men;50m freestyle;1;MANAUDOU, Florent;FRA;20.26;20.26;0.43
124395;World Championships (Short Course);SCM;2014;Men;100m freestyle;1;CIELO FILHO, Cesar;BRA;45.75;45.75;0.06
124571;World Championships (Short Course);SCM;2014;Men;200m freestyle;1;LE CLOS, Chad;RSA;1:41.45;101.45;0.22
124679;World Championships (Short Course);SCM;2014;Men;400m freestyle;1;BERNEK, Peter;HUN;3:34.32;214.32;2.03
124767;World Championships (Short Course);SCM;2014;Men;1500m freestyle;1;PALTRINIERI, Gregorio;ITA;14:16.10;856.1;2.69
124816;World Championships (Short Course);SCM;2014;Men;50m butterfly;1;LE CLOS, Chad;RSA;21.95;21.95;0.13
124981;World Championships (Short Course);SCM;2014;Men;100m butterfly;1;LE CLOS, Chad;RSA;48.44;48.44;0.55
125101;World Championships (Short Course);SCM;2014;Men;200m butterfly;1;LE CLOS, Chad;RSA;1:48.61;108.61;0.31
125162;World Championships (Short Course);SCM;2014;Men;50m backstroke;1;MANAUDOU, Florent;FRA;22.22;22.22;0.83
125293;World Championships (Short Course);SCM;2014;Men;100m backstroke;1;LARKIN, Mitchell;AUS;49.57;49.57;0.54
125406;World Championships (Short Course);SCM;2014;Men;200m backstroke;1;KAWECKI, Radoslaw;POL;1:47.38;107.38;0.82
125473;World Championships (Short Course);SCM;2014;Men;50m breaststroke;1;FRANCA SILVA, Felipe;BRA;25.63;25.63;0.24
125606;World Championships (Short Course);SCM;2014;Men;100m breaststroke;1;FRANCA SILVA, Felipe;BRA;56.29;56.29;0.06
125728;World Championships (Short Course);SCM;2014;Men;200m breaststroke;1;GYURTA, Daniel;HUN;2:01.49;121.49;0.42
125791;World Championships (Short Course);SCM;2014;Men;100m individual medley;1;DEIBLER, Markus;GER;50.66;50.66;0.15
125903;World Championships (Short Course);SCM;2014;Men;200m individual medley;1;HAGINO, Kosuke;JPN;1:50.47;110.47;0.84
125963;World Championships (Short Course);SCM;2014;Men;400m individual medley;1;SETO, Daiya;JPN;3:56.33;236.33;4.84
126529;World Championships (Short Course);SCM;2016;Women;50m freestyle;1;KROMOWIDJOJO, Ranomi;NED;23.60;23.6;0.30
126666;World Championships (Short Course);SCM;2016;Women;100m freestyle;1;ELMSLIE, Brittany;AUS;51.81;51.81;0.11
126817;World Championships (Short Course);SCM;2016;Women;200m freestyle;1;PELLEGRINI, Federica;ITA;1:51.73;111.73;0.55
126909;World Championships (Short Course);SCM;2016;Women;400m freestyle;1;SMITH, Leah;USA;3:57.78;237.78;1.12
126971;World Championships (Short Course);SCM;2016;Women;800m freestyle;1;SMITH, Leah;USA;8:10.17;490.17;1.78
127011;World Championships (Short Course);SCM;2016;Women;50m butterfly;1;OTTESEN, Jeanette;DEN;24.92;24.92;0.35
127108;World Championships (Short Course);SCM;2016;Women;100m butterfly;1;HOSSZU, Katinka;HUN;55.12;55.12;0.10
127193;World Championships (Short Course);SCM;2016;Women;200m butterfly;1;HOSSZU, Katinka;HUN;2:02.15;122.15;0.74
127228;World Championships (Short Course);SCM;2016;Women;50m backstroke;1;MEDEIROS, Etiene;BRA;25.82;25.82;0.17
127335;World Championships (Short Course);SCM;2016;Women;100m backstroke;1;HOSSZU, Katinka;HUN;55.54;55.54;0.70
127430;World Championships (Short Course);SCM;2016;Women;200m backstroke;1;HOSSZU, Katinka;HUN;2:00.79;120.79;1.45
127480;World Championships (Short Course);SCM;2016;Women;50m breaststroke;1;KING, Lilly;USA;28.92;28.92;0.19
127564;World Championships (Short Course);SCM;2016;Women;100m breaststroke;1;ATKINSON, Alia;JAM;1:03.03;63.03;0.32
127648;World Championships (Short Course);SCM;2016;Women;200m breaststroke;1;RENSHAW, Molly;GBR;2:18.51;138.51;0.01
127694;World Championships (Short Course);SCM;2016;Women;100m individual medley;1;HOSSZU, Katinka;HUN;57.24;57.24;0.73
127779;World Championships (Short Course);SCM;2016;Women;200m individual medley;1;HOSSZU, Katinka;HUN;2:02.90;122.9;2.12
127828;World Championships (Short Course);SCM;2016;Women;400m individual medley;1;HOSSZU, Katinka;HUN;4:21.67;261.67;6.07
128592;World Championships (Short Course);SCM;2016;Men;50m freestyle;1;PUTS, Jesse;NED;21.10;21.1;0.04
128755;World Championships (Short Course);SCM;2016;Men;100m freestyle;1;BILIS, Simonas;LTU;46.58;46.58;0.01
128924;World Championships (Short Course);SCM;2016;Men;200m freestyle;1;PARK, Taehwan;KOR;1:41.03;101.03;0.62
129038;World Championships (Short Course);SCM;2016;Men;400m freestyle;1;PARK, Taehwan;KOR;3:34.59;214.59;0.71
129118;World Championships (Short Course);SCM;2016;Men;1500m freestyle;1;PARK, Taehwan;KOR;14:15.51;855.51;6.43
129168;World Championships (Short Course);SCM;2016;Men;50m butterfly;1;LE CLOS, Chad;RSA;21.98;21.98;0.42
129302;World Championships (Short Course);SCM;2016;Men;100m butterfly;1;LE CLOS, Chad;RSA;48.08;48.08;0.96
129414;World Championships (Short Course);SCM;2016;Men;200m butterfly;1;LE CLOS, Chad;RSA;1:48.76;108.76;0.74
129472;World Championships (Short Course);SCM;2016;Men;50m backstroke;1;KOGA, Junya;JPN;22.85;22.85;0.14
129569;World Championships (Short Course);SCM;2016;Men;100m backstroke;1;LARKIN, Mitchell;AUS;49.65;49.65;0.04
129666;World Championships (Short Course);SCM;2016;Men;200m backstroke;1;KAWECKI, Radoslaw;POL;1:47.63;107.63;1.35
129728;World Championships (Short Course);SCM;2016;Men;50m breaststroke;1;VAN DER BURGH, Cameron;RSA;25.64;25.64;0.21
129850;World Championships (Short Course);SCM;2016;Men;100m breaststroke;1;KOCH, Marco;GER;56.77;56.77;0.23
129973;World Championships (Short Course);SCM;2016;Men;200m breaststroke;1;KOCH, Marco;GER;2:01.21;121.21;1.50
130040;World Championships (Short Course);SCM;2016;Men;100m individual medley;1;ANDREW, Michael;USA;51.84;51.84;0.17
130148;World Championships (Short Course);SCM;2016;Men;200m individual medley;1;WANG, Shun;CHN;1:51.74;111.74;0.33
130223;World Championships (Short Course);SCM;2016;Men;400m individual medley;1;SETO, Daiya;JPN;3:59.24;239.24;1.42
130814;World Championships (Short Course);SCM;2018;Women;50m freestyle;1;KROMOWIDJOJO, Ranomi;NED;23.19;23.19;0.48
130931;World Championships (Short Course);SCM;2018;Women;100m freestyle;1;KROMOWIDJOJO, Ranomi;NED;51.14;51.14;0.46
131050;World Championships (Short Course);SCM;2018;Women;200m freestyle;1;TITMUS, Ariarne;AUS;1:51.38;111.38;0.43
131114;World Championships (Short Course);SCM;2018;Women;400m freestyle;1;TITMUS, Ariarne;AUS;3:53.92;233.92;0.64
131163;World Championships (Short Course);SCM;2018;Women;800m freestyle;1;WANG, Jianjiahe;CHN;8:04.35;484.35;3.68
131200;World Championships (Short Course);SCM;2018;Women;50m butterfly;1;KROMOWIDJOJO, Ranomi;NED;24.47;24.47;0.33
131294;World Championships (Short Course);SCM;2018;Women;100m butterfly;1;DAHLIA, Kelsi;USA;55.01;55.01;1.21
131363;World Championships (Short Course);SCM;2018;Women;200m butterfly;1;HOSSZU, Katinka;HUN;2:01.60;121.6;0.13
131399;World Championships (Short Course);SCM;2018;Women;50m backstroke;1;SMOLIGA, Olivia;USA;25.88;25.88;0.11
131476;World Championships (Short Course);SCM;2018;Women;100m backstroke;1;SMOLIGA, Olivia;USA;56.19;56.19;0.07
131555;World Championships (Short Course);SCM;2018;Women;200m backstroke;1;BRATTON, Lisa;USA;2:00.71;120.71;0.08
131596;World Championships (Short Course);SCM;2018;Women;50m breaststroke;1;ATKINSON, Alia;JAM;29.05;29.05;0.33
131678;World Championships (Short Course);SCM;2018;Women;100m breaststroke;1;ATKINSON, Alia;JAM;1:03.51;63.51;0.12
131751;World Championships (Short Course);SCM;2018;Women;200m breaststroke;1;LAZOR, Annie;USA;2:18.32;138.32;0.30
131789;World Championships (Short Course);SCM;2018;Women;100m individual medley;1;HOSSZU, Katinka;HUN;57.26;57.26;0.59
131852;World Championships (Short Course);SCM;2018;Women;200m individual medley;1;HOSSZU, Katinka;HUN;2:03.25;123.25;1.37
131898;World Championships (Short Course);SCM;2018;Women;400m individual medley;1;HOSSZU, Katinka;HUN;4:21.40;261.4;4.44
132780;World Championships (Short Course);SCM;2018;Men;50m freestyle;1;MOROZOV, Vladimir;RUS;20.33;20.33;0.21
132935;World Championships (Short Course);SCM;2018;Men;100m freestyle;1;DRESSEL, Caeleb;USA;45.62;45.62;0.02
133069;World Championships (Short Course);SCM;2018;Men;200m freestyle;1;PIERONI, Blake;USA;1:41.49;101.49;0.29
133141;World Championships (Short Course);SCM;2018;Men;400m freestyle;1;RAPSYS, Danas;LTU;3:34.01;214.01;2.63
133190;World Championships (Short Course);SCM;2018;Men;1500m freestyle;1;ROMANCHUK, Mykhailo;UKR;14:09.14;849.14;0.73
133222;World Championships (Short Course);SCM;2018;Men;50m butterfly;1;SANTOS, Nicholas;BRA;21.81;21.81;0.16
133348;World Championships (Short Course);SCM;2018;Men;100m butterfly;1;LE CLOS, Chad;RSA;48.50;48.5;0.21
133452;World Championships (Short Course);SCM;2018;Men;200m butterfly;1;SETO, Daiya;JPN;1:48.24;108.24;0.08
133499;World Championships (Short Course);SCM;2018;Men;50m backstroke;1;RYLOV, Evgeny;RUS;22.58;22.58;0.05
133573;World Championships (Short Course);SCM;2018;Men;100m backstroke;1;MURPHY, Ryan;USA;49.23;49.23;0.03
133645;World Championships (Short Course);SCM;2018;Men;200m backstroke;1;RYLOV, Evgeny;RUS;1:47.02;107.02;0.32
133690;World Championships (Short Course);SCM;2018;Men;50m breaststroke;1;VAN DER BURGH, Cameron;RSA;25.41;25.41;0.36
133795;World Championships (Short Course);SCM;2018;Men;100m breaststroke;1;VAN DER BURGH, Cameron;RSA;56.01;56.01;0.09
133895;World Championships (Short Course);SCM;2018;Men;200m breaststroke;1;PRIGODA, Kirill;RUS;2:00.16;120.16;0.99
133949;World Championships (Short Course);SCM;2018;Men;100m individual medley;1;KOLESNIKOV, Kliment;RUS;50.63;50.63;0.40
134009;World Championships (Short Course);SCM;2018;Men;200m individual medley;1;WANG, Shun;CHN;1:51.01;111.01;1.68
134060;World Championships (Short Course);SCM;2018;Men;400m individual medley;1;SETO, Daiya;JPN;3:56.43;236.43;6.31
134546;World Championships (Short Course);SCM;2021;Women;50m freestyle;1;SJOESTROEM, Sarah;SWE;23.08;23.08;0.23
134660;World Championships (Short Course);SCM;2021;Women;100m freestyle;1;HAUGHEY, Siobhan Bernadette;HKG;50.98;50.98;0.33
134769;World Championships (Short Course);SCM;2021;Women;200m freestyle;1;HAUGHEY, Siobhan Bernadette;HKG;1:50.31;110.31;1.93
